"","SAMPLE_ID","FQCbasicStats","perBaseQual","perTileQual","perSeqQual","perBaseContent","GCcontent","Ncontent","SeqLengthDist","SeqDuplication","OverrepSeqs","AdapterContent","KmerContent","SeqLength_R1","percentGC_R1","phred18-19_R1","phred44-45_R1","phred70-71_R1","phred92_R1","phredGT30_R1","phredGT35_R1","Adapter44-45_R1","Adapter62-63_R1","Adapter80_R1","SeqLength_R2","percentGC_R2","phred18-19_R2","phred44-45_R2","phred70-71_R2","phred92_R2","phredGT30_R2","phredGT35_R2","Adapter44-45_R2","Adapter62-63_R2","Adapter80_R2","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4047391","SRR4047391","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","WARN","FAIL","100","45","40.0","40.0","35.0","34.0",0.859155715930138,0.678002570334661,9.57650767748621e-06,1.43647615162293e-05,1.91530153549724e-05,"100","45","40.0","39.0","35.0","34.0",0.838261499949244,0.661481562349769,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047391_accepted_hits.sorted.bam",FALSE,20884440,16437733,4446707,0.7871,0.7348,15734190,1100109,0.0653492610532818,0.674946169979983,5926622,400427,386746,2067086,0,0,0,0,0,0,0,2.04163518442715e-05
"SRR4047392","SRR4047392","PASS","PASS","FAIL","PASS","FAIL","PASS/WARN","PASS","PASS","PASS/WARN","WARN","PASS","FAIL","100","44","40.0","40.0","35.0","34.0",0.858872422767297,0.689405916117172,0,0,1.7979386633225e-05,"100","44","40.0","39.0","36.0","34.0",0.844774246326587,0.673704877358109,0,0,8.9896933166125e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047392_accepted_hits.sorted.bam",FALSE,11123850,9401677,1722173,0.8452,0.7937,9440763,171250,0.0178162472314592,0.532968336738296,2670610,189656,200358,1950199,0,0,0,0,0,0,0,0.000149404068733361
"SRR4047393","SRR4047393","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS/WARN","WARN","FAIL","100","47","40.0","40.0","35.0","34.0",0.872551799413704,0.685509993187624,0,0,0,"100","47","40.0","39.0","35.0","34.0",0.852077702487426,0.669063215544691,1.80771563765316e-05,1.80771563765316e-05,2.25964454706645e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047393_accepted_hits.sorted.bam",FALSE,22127374,17415691,4711683,0.7871,0.7332,17096745,804902,0.0449624551305251,0.622659259695996,5776763,439912,467796,2593096,0,0,0,0,0,0,0,2.59660990073507e-06
"SRR4047394","SRR4047394","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","WARN","FAIL","100","45","40.0","39.0","35.0","34.0",0.847799090590549,0.640630492524666,0.000157557294725494,0.000247590034568633,0.000292606404490203,"100","45","40.0","38.0","35.0","34.0",0.799782773506943,0.596267647753433,0.000151930248485298,0.000185692525926475,0.000216641280247554,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047394_accepted_hits.sorted.bam",FALSE,35542626,30285336,5257290,0.8521,0.7982,29400448,1655471,0.0533061346534295,0.619942355042751,10060184,634200,752929,4780299,0,0,0,0,0,0,0,4.56254080442266e-05
"SRR4047395","SRR4047395","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","PASS","FAIL","100","45","40.0","39.0","35.0","34.0",0.848069546429331,0.646669200163132,0.000140252933359611,0.000216477353663748,0.000259163029034065,"100","45","40.0","38.0","35.0","34.0",0.802625400757512,0.601147244603067,9.1469304364964e-05,0.000201232469602921,0.000231722237724575,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047395_accepted_hits.sorted.bam",FALSE,32797888,28438361,4359527,0.8671,0.8165,28087734,1144993,0.0391681898168447,0.541263811183298,8273357,526743,780030,5705128,0,0,0,0,0,0,0,8.5817643309723e-06
"SRR4047396","SRR4047396","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","47","40.0","40.0","35.0","34.0",0.911924330152962,0.790602738819254,5.99587387943113e-06,1.19917477588623e-05,1.19917477588623e-05,"92","47","40.0","38.0","35.0","34.0",0.860174122575808,0.691934518341858,1.19917477588623e-05,2.39834955177245e-05,3.59752432765868e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047396_accepted_hits.sorted.bam",FALSE,33356272,29687698,3668574,0.89,0.8419,28234592,2329397,0.0762137756298761,0.659631182675452,10576031,717853,925246,3814119,0,0,0,0,0,0,0,2.83660288060805e-07
"SRR4047397","SRR4047397","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","PASS","FAIL","92","47","40.0","40.0","35.0","34.0",0.908910518463704,0.785766823772313,0.000188391133796514,0.000419843098175087,0.000419843098175087,"92","47","40.0","39.0","35.0","34.0",0.879744987302168,0.726706472457297,0.000161478114682726,0.000306808417897179,0.000312191021719937,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047397_accepted_hits.sorted.bam",FALSE,37156738,32853195,4303543,0.8842,0.8372,31776472,2101455,0.0620302121791572,0.718516665100487,12692640,942932,1034724,2994764,0,0,0,0,0,0,0,2.99386100921479e-06
"SRR4047398","SRR4047398","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","92","45","40.0","40.0","35.5","34.0",0.911534932227826,0.792442554375589,4.12678789400876e-05,5.30587014943983e-05,6.48495240487091e-05,"92","45","40.0","39.0","36.0","34.0",0.873797579285176,0.727389815500156,6.48495240487091e-05,7.07449353258644e-05,7.66403466030198e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047398_accepted_hits.sorted.bam",FALSE,33924690,31042691,2881999,0.915,0.8672,30011449,1910618,0.0598525778421554,0.709548976040351,11854439,764276,925323,3162968,0,0,0,0,0,0,0,5.65189124512767e-06
"SRR4047399","SRR4047399","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","35.0","34.0",0.904121953752174,0.777331267864432,0.000172585833406922,0.000266069826502338,0.000381127048773619,"92","46","40.0","39.0","35.0","34.0",0.861641460985103,0.704694349050821,0.000287643055678203,0.000359553819597754,0.00043865565990926,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047399_accepted_hits.sorted.bam",FALSE,27812248,25225357,2586891,0.907,0.8589,24585180,1401136,0.0539182237297507,0.734062690991698,9979699,644213,768261,2202986,0,0,0,0,0,0,0,5.81179853220022e-06
"SRR4047400","SRR4047400","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","35.5","34.0",0.90662904575434,0.782752160756856,0,0,0,"92","46","40.0","39.0","35.5","34.0",0.872471112028224,0.72368900026527,8.67747700967547e-06,8.67747700967547e-06,1.73549540193509e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047400_accepted_hits.sorted.bam",FALSE,23048174,20816896,2231278,0.9032,0.856,20422586,958130,0.0448128116944259,0.781913325597133,8729253,609184,570999,1254529,0,0,0,0,0,0,0,1.48924541424106e-06
"SRR4047401","SRR4047401","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","47","40.0","40.0","35.0","34.0",0.914770774064363,0.790986187073373,4.84380262337444e-06,4.84380262337444e-06,4.84380262337444e-06,"92","47","40.0","39.0","35.5","34.0",0.892942904112519,0.750931087849772,4.84380262337444e-06,9.68760524674888e-06,1.45314078701233e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047401_accepted_hits.sorted.bam",FALSE,41289874,37457225,3832649,0.9072,0.8638,35156190,3484743,0.0901826827007516,0.799377879739664,16071585,1055447,1211969,1766115,0,0,0,0,0,0,0,1.17598855371141e-05
"SRR4047402","SRR4047402","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","35.5","34.0",0.911104292594067,0.791958430936806,0.000280456957870023,0.000380620157109317,0.000380620157109317,"92","46","40.0","38.5","35.0","34.0",0.864635846672846,0.703002558835863,0.000220359038326447,0.00032052223756574,0.00032052223756574,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047402_accepted_hits.sorted.bam",FALSE,29951120,26659684,3291436,0.8901,0.8428,26806468,560851,0.020493457908683,0.745292637620786,10672958,758520,732426,2156589,0,0,0,0,0,0,0,2.43606317948595e-06
"SRR4047403","SRR4047403","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","92","45","40.0","40.0","35.5","34.0",0.907666882557499,0.781267814952525,0.00011876635016754,0.00017814952525131,0.000237532700335079,"92","45","40.0","38.0","35.5","34.0",0.864629718191204,0.697911256199603,0.00017814952525131,0.000277121483724259,0.000356299050502619,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047403_accepted_hits.sorted.bam",FALSE,10103872,9140621,963251,0.9047,0.8569,8683549,684546,0.0730720600079312,0.679127355047646,3326323,218442,228977,1124195,0,0,0,0,0,0,0,6.01264519410773e-07
"SRR4047404","SRR4047404","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","35.5","35.0",0.914652090545418,0.798344104749988,8.50878808905808e-06,8.50878808905808e-06,8.50878808905808e-06,"92","46","40.0","39.0","36.0","34.0",0.884089459696211,0.742179296331734,8.50878808905808e-06,8.50878808905808e-06,2.55263642671742e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047404_accepted_hits.sorted.bam",FALSE,23505110,20944118,2560992,0.891,0.8457,20022506,1427788,0.0665626307965756,0.773828822356731,8654914,552166,530230,1447223,0,0,0,0,0,0,0,1.03987168445579e-06
"SRR4047405","SRR4047405","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","44","40.0","40.0","36.0","34.0",0.914096325869715,0.795580106090415,8.97339165040863e-05,0.000114660004421888,0.00014955652750681,"92","44","40.0","38.0","35.5","34.0",0.843575487784846,0.671095833080957,3.48965230849224e-05,9.47191340876466e-05,0.000124630439589009,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047405_accepted_hits.sorted.bam",FALSE,40118610,36552752,3565858,0.9111,0.8588,35190609,2439203,0.0648210254146367,0.717479521359739,14208737,896567,1114985,3583394,0,0,0,0,0,0,0,4.92654625108481e-07
"SRR4047406","SRR4047406","PASS","PASS","PASS","PASS","FAIL","PASS/WARN","PASS","PASS","FAIL","PASS","PASS","FAIL","92","45","40.0","40.0","36.0","34.0",0.912821341636718,0.798882473113672,1.0350250403608e-05,4.14010016144321e-05,5.17512520180401e-05,"92","45","40.0","39.0","36.0","34.0",0.88182637827557,0.741246379223653,1.5525375605412e-05,5.17512520180401e-05,5.17512520180401e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047406_accepted_hits.sorted.bam",FALSE,38646408,35134308,3512100,0.9091,0.8627,33234237,2813205,0.078041737330488,0.677036882625193,12738126,781453,923726,4371218,0,0,0,0,0,0,0,3.63475757737049e-05
"SRR4047407","SRR4047407","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","35.5","34.0",0.916094917637055,0.79904082245245,1.92478387323681e-05,2.88717580985522e-05,2.88717580985522e-05,"92","46","40.0","39.0","36.0","34.0",0.889898031687139,0.749656161420845,9.62391936618407e-06,1.92478387323681e-05,1.92478387323681e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047407_accepted_hits.sorted.bam",FALSE,20781554,18724986,2056568,0.901,0.858,17868573,1385267,0.0719475699392952,0.750062305516711,7515007,498520,532874,1472776,0,0,0,0,0,0,0,1.86293904982391e-06
"SRR4047408","SRR4047408","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.922167224647482,0.80780484153113,0,0,0,"92","45","40.0","38.0","35.5","34.0",0.852738196859076,0.684293494265004,8.28110440783313e-06,2.48433132234994e-05,2.48433132234994e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047408_accepted_hits.sorted.bam",FALSE,24151368,21931381,2219987,0.9081,0.8583,21090494,1499546,0.0663808474885392,0.705218808780824,8337089,539731,660558,2284611,0,0,0,0,0,0,0,2.73476749498536e-05
"SRR4047409","SRR4047409","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.920544237391957,0.804043970468009,0,0,0,"92","45","40.0","38.0","35.5","34.0",0.85815157934388,0.691787861082677,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047409_accepted_hits.sorted.bam",FALSE,25464182,22546471,2917711,0.8854,0.8386,21668668,1569049,0.0675216502550573,0.691068523663659,8386715,518483,698888,2531780,0,0,0,0,0,0,0,1.27582730544677e-05
"SRR4047410","SRR4047410","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","92","45","40.0","40.0","36.0","34.0",0.906258751119804,0.783143326682746,4.52400377591451e-05,5.42880453109741e-05,8.14320679664612e-05,"92","45","40.0","39.0","36.0","34.0",0.877299064788891,0.736441221383301,7.69080641905467e-05,9.95280830701193e-05,9.95280830701193e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047410_accepted_hits.sorted.bam",FALSE,22104314,20120940,1983374,0.9103,0.8613,19592405,1091243,0.0527587299880563,0.686869079261417,7426208,466314,574820,2344337,0,0,0,0,0,0,0,1.02340252252563e-05
"SRR4047411","SRR4047411","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","35.5","34.0",0.888573239468502,0.760917526573298,0.000151581786255938,0.000171792691090063,0.000207161774549782,"92","45","40.0","39.0","35.5","34.0",0.855988865004091,0.709474558917213,8.08436193365002e-05,0.000101054524170625,0.000131370881421813,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047411_accepted_hits.sorted.bam",FALSE,39582592,35617069,3965523,0.8998,0.846,33606829,3046769,0.0831233266649566,0.722887999468363,13967240,888439,1088585,3377180,0,0,0,0,0,0,0,1.21713380739502e-06
"SRR4047412","SRR4047412","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","46","40.0","40.0","35.0","35.0",0.905158218193876,0.784578843815629,0,0,0,"92","46","40.0","39.0","35.0","34.0",0.872638355255886,0.72205902509119,0,0,0,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047412_accepted_hits.sorted.bam",FALSE,22617500,19266483,3351017,0.8518,0.8051,18757429,1166322,0.0585392780706806,0.737360786181953,7703318,536660,674061,1533110,0,0,0,0,0,0,0,4.32281258543397e-05
"SRR4047413","SRR4047413","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","WARN","PASS","FAIL","92","46","40.0","40.0","35.0","35.0",0.899710269239846,0.779599447155298,0,0,0,"92","46","40.0","39.0","35.0","34.0",0.876919595838935,0.72976316993646,4.58594384365013e-06,9.17188768730027e-06,9.17188768730027e-06,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047413_accepted_hits.sorted.bam",FALSE,21805762,17099503,4706259,0.7842,0.7357,14456732,3170916,0.179883101818235,0.75931990618327,7056369,493397,581014,1162232,0,0,0,0,0,0,0,0
"SRR4047414","SRR4047414","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.907930779796408,0.792850782286503,0.000358229885829747,0.000409974202671822,0.000605010473845795,"92","45","40.0","39.0","36.0","34.0",0.862630540960562,0.70910594895654,0.000445797191254797,0.000537344828744621,0.000692577779270845,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047414_accepted_hits.sorted.bam",FALSE,25123532,21806961,3316571,0.868,0.8185,21145200,1122311,0.0504012774485662,0.572604169904642,6686769,444881,472338,4073833,0,0,0,0,0,0,0,1.94413774425287e-06
"SRR4047415","SRR4047415","PASS","PASS","PASS","PASS","FAIL","FAIL","PASS","PASS","FAIL","PASS","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.926421506493519,0.819268568455834,1.23746188153357e-05,1.23746188153357e-05,1.23746188153357e-05,"92","45","40.0","39.0","36.5","34.0",0.895893321876086,0.763669777357096,0,0,1.23746188153357e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047415_accepted_hits.sorted.bam",FALSE,16162114,14608073,1554041,0.9038,0.8628,14403151,532727,0.035667605212094,0.626078950962066,4846022,312434,329510,2252307,0,0,0,0,0,0,0,8.25419282042054e-07
"SRR4047416","SRR4047416","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","46","40.0","40.0","36.0","35.0",0.911502520503649,0.795798863056223,0.000262525117090578,0.00035440890807228,0.000455043536290335,"92","46","40.0","39.0","35.5","34.0",0.862766920225092,0.705563904826594,0.000341282652217751,0.000385036838399514,0.000463794373526687,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047416_accepted_hits.sorted.bam",FALSE,22854956,19729512,3125444,0.8632,0.8139,19276047,908397,0.0450048066719103,0.707568133908794,7498229,544378,510061,2044515,0,0,0,0,0,0,0,1.86710755299685e-06
"SRR4047417","SRR4047417","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","92","45","40.0","40.0","35.0","34.0",0.883897970402866,0.7488849689381,3.168126897422e-05,3.168126897422e-05,3.52014099713556e-05,"92","45","40.0","39.0","35.5","34.0",0.85453453826821,0.704940267959469,2.11208459828133e-05,2.11208459828133e-05,2.81611279770844e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047417_accepted_hits.sorted.bam",FALSE,56815906,50837454,5978452,0.8948,0.8415,48399091,3975800,0.0759104205104694,0.679183949376215,18754701,1174073,1620556,6064251,0,0,0,0,0,0,0,4.79879684565486e-06
"SRR4047418","SRR4047418","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","PASS","FAIL","PASS","PASS","FAIL","92","44","40.0","40.0","36.0","35.0",0.902942361284698,0.785374421309447,0,8.26331892072792e-06,8.26331892072792e-06,"92","44","40.0","39.0","36.0","34.0",0.871252698490085,0.726013465078181,1.65266378414558e-05,1.65266378414558e-05,2.47899567621837e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047418_accepted_hits.sorted.bam",FALSE,24203350,21328467,2874883,0.8812,0.8326,20730622,1127704,0.0515915079681765,0.640166161476654,7328096,503268,556616,3059198,0,0,0,0,0,0,0,4.3804011301162e-05
"SRR4047419","SRR4047419","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","45","40.0","40.0","36.0","35.0",0.904955435751805,0.787278060176716,0.000149620413012188,0.000276222300945578,0.000306913667717309,"92","45","40.0","39.0","36.0","34.0",0.872613026904589,0.732507858332641,8.44012586222599e-05,0.000222512409095049,0.000268549459252645,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047419_accepted_hits.sorted.bam",FALSE,26065962,23609792,2456170,0.9058,0.859,23283964,1015705,0.0417991290334037,0.724334532524162,9202437,578175,698869,2225197,0,0,0,0,0,0,0,1.48873608154014e-05
"SRR4047420","SRR4047420","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","35.5","34.0",0.9090028636597,0.785872274159927,5.87034228364854e-05,6.40400976398022e-05,6.93767724431191e-05,"92","46","40.0","39.0","35.5","34.0",0.865366741629159,0.709875303256546,3.20200488199011e-05,3.20200488199011e-05,4.26933984265348e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047420_accepted_hits.sorted.bam",FALSE,37476520,34229035,3247485,0.9133,0.8692,33526228,1712978,0.0486100055716352,0.721906727726882,13241925,864726,1024883,3211452,0,0,0,0,0,0,0,4.70475402934241e-05
"SRR4047421","SRR4047421","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","92","46","40.0","40.0","36.0","35.0",0.909078861717325,0.789342936561072,0,0,0,"92","46","40.0","39.0","36.0","34.0",0.878856683262833,0.731983856667024,1.15992218314058e-05,1.73988327471087e-05,1.73988327471087e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047421_accepted_hits.sorted.bam",FALSE,34485072,30502585,3982487,0.8845,0.8421,29015059,2276883,0.0727625981155148,0.666767316900365,10848883,701618,790163,3930204,0,0,0,0,0,0,0,0
"SRR4047422","SRR4047422","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","36.0","35.0",0.912649340429328,0.807365682050031,1.26628480702625e-05,1.44718263660142e-05,1.6280804661766e-05,"92","46","40.0","39.0","35.5","34.0",0.8677642654536,0.726407571891104,9.0448914787589e-06,1.08538697745107e-05,1.44718263660142e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047422_accepted_hits.sorted.bam",FALSE,110559646,99647939,10911707,0.9013,0.8531,96424429,6257551,0.060941082359339,0.725513950946349,39054445,2731258,3177046,8867291,0,0,0,0,0,0,0,4.25047648225445e-06
"SRR4047423","SRR4047423","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","36.0","35.0",0.920847703241184,0.819671866085905,1.68952558172351e-06,3.37905116344702e-06,5.06857674517053e-06,"92","46","40.0","39.5","36.0","35.0",0.897098684158618,0.774006642167081,3.37905116344702e-06,5.06857674517053e-06,1.01371534903411e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047423_accepted_hits.sorted.bam",FALSE,118376426,105996610,12379816,0.8954,0.8502,104465695,5082695,0.0463968023628645,0.704746275910845,40374239,2663787,3715238,10535778,0,0,0,0,0,0,0,1.70158005950279e-05
"SRR4047424","SRR4047424","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","92","46","40.0","40.0","36.0","35.0",0.907386017067379,0.79516261490155,8.49881457192433e-05,9.76618165721129e-05,0.00011779058792667,"92","46","40.0","39.0","36.0","34.0",0.8625773889754,0.718518292214801,8.64791658195809e-05,0.000115554057776164,0.000137173849231059,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047424_accepted_hits.sorted.bam",FALSE,134136354,121210188,12926166,0.9036,0.8539,118439235,6707274,0.0535953743623803,0.687217410778329,45077868,2802131,4002909,13711862,0,0,0,0,0,0,0,5.25535058579079e-05
"SRR4047425","SRR4047425","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","100","45","40.0","40.0","35.0","34.0",0.853823541512882,0.700847126589784,9.68089354647434e-06,6.77662548253204e-05,6.77662548253204e-05,"100","45","40.0","39.0","36.0","34.0",0.851423551193775,0.690325253820928,1.93617870929487e-05,1.93617870929487e-05,2.42022338661858e-05,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047425_accepted_hits.sorted.bam",FALSE,20659250,18374533,2284717,0.8894,0.8209,17952282,931494,0.0493277403841266,0.637577330217556,6375137,426795,513178,2683892,0,0,0,0,0,0,0,2.83915467228391e-05
"SRR4047426","SRR4047426","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","WARN","PASS","FAIL","100","45","40.0","40.0","35.0","34.0",0.851793015272132,0.697281528467889,0.00015805632543846,0.000188451772638164,0.000255321756477513,"100","45","40.0","40.0","36.0","34.0",0.852485788304707,0.69909224604847,0.000182372683198224,0.000291796293117158,0.00038906172415621,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047426_accepted_hits.sorted.bam",FALSE,16449832,14529412,1920420,0.8833,0.8146,14259205,674525,0.0451678850494819,0.684235141169645,5414690,360807,409316,1728680,0,0,0,0,0,0,0,5.54048338870739e-07
"SRR4047427","SRR4047427","PASS","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","100","45","40.0","40.0","35.0","34.0",0.86112661985313,0.709887894443576,0.000277326998149341,0.000393804337372065,0.000521374756520762,"100","45","40.0","40.0","36.0","34.0",0.873202435729746,0.72502695341095,0.000271780458186355,0.000415990497224012,0.000488095516742841,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/yeo_singleCell/pairedend_n180/HISAT2_out/SRR4047427_accepted_hits.sorted.bam",FALSE,18029258,15670026,2359232,0.8691,0.8096,14559972,1486840,0.0926564105069593,0.665098077743694,5618845,347124,382014,2100162,0,0,0,0,0,0,0,5.69512061642562e-05
