"","SAMPLE_ID","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4249033","SRR4249033","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249033_accepted_hits.sorted.bam",FALSE,6622756,1625407,4997349,0.2454,1e-04,1865884,65223,0.0337749280593981,0.47130949874341,908795,70247,475346,473846,0,0,0,0,0,0,0,0
"SRR4249034","SRR4249034","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249034_accepted_hits.sorted.bam",FALSE,3522550,827590,2694960,0.2349,0,907978,104575,0.103278544431748,0.504376855481523,509003,41468,294574,164127,0,0,0,0,0,0,0,0
"SRR4249035","SRR4249035","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249035_accepted_hits.sorted.bam",FALSE,4723954,1227092,3496862,0.2598,1e-04,1372772,102478,0.0694648364683952,0.480961497988365,706152,58078,391375,312604,0,0,0,0,0,0,0,0
"SRR4249036","SRR4249036","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249036_accepted_hits.sorted.bam",FALSE,6388876,1752153,4636723,0.2743,1e-04,1914860,119307,0.0586515266445675,0.445334228896679,899059,75989,437495,606298,0,0,0,0,0,0,0,0
"SRR4249037","SRR4249037","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249037_accepted_hits.sorted.bam",FALSE,6182972,1649897,4533075,0.2668,1e-04,1899429,66932,0.0340385107312442,0.407703846326065,801262,55958,487211,620873,0,0,0,0,0,0,0,0
"SRR4249038","SRR4249038","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249038_accepted_hits.sorted.bam",FALSE,5934182,1682601,4251581,0.2835,0,1907671,83104,0.0417445467217541,0.333760709400576,661988,49199,472204,800030,0,0,0,0,0,0,0,0
"SRR4249039","SRR4249039","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249039_accepted_hits.sorted.bam",FALSE,5574390,1111293,4463097,0.1994,0,1259966,49672,0.0379280381296206,0.439768983807397,577637,46723,312259,376882,0,0,0,0,0,0,0,0
"SRR4249040","SRR4249040","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249040_accepted_hits.sorted.bam",FALSE,4117968,759012,3358956,0.1843,0,843505,45814,0.0515158227812517,0.435264920732556,387781,28401,206035,268691,0,0,0,0,0,0,0,1.28938756669357e-05
"SRR4249041","SRR4249041","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249041_accepted_hits.sorted.bam",FALSE,2533804,488049,2045755,0.1926,0,559207,20146,0.0347732729441291,0.44867457164142,260181,23521,140228,155958,0,0,0,0,0,0,0,0
"SRR4249042","SRR4249042","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249042_accepted_hits.sorted.bam",FALSE,4968762,1044711,3924051,0.2103,0,1147278,62839,0.0519280367104999,0.441135947312069,534374,44225,260814,371946,0,0,0,0,0,0,0,0
"SRR4249043","SRR4249043","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249043_accepted_hits.sorted.bam",FALSE,5457342,1123069,4334273,0.2058,0,1251801,64860,0.0492609715029153,0.429528129666694,566341,45558,304675,401945,0,0,0,0,0,0,0,0
"SRR4249044","SRR4249044","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249044_accepted_hits.sorted.bam",FALSE,3891808,846062,3045746,0.2174,0,949312,60607,0.0600117435160642,0.425551382400275,430215,33306,256818,290620,0,0,0,0,0,0,0,0
"SRR4249045","SRR4249045","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249045_accepted_hits.sorted.bam",FALSE,2824846,528462,2296384,0.1871,0,601408,26258,0.0418343513907078,0.39883745894926,250787,18634,155388,203986,0,0,0,0,0,0,0,0
"SRR4249046","SRR4249046","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249046_accepted_hits.sorted.bam",FALSE,2518750,483075,2035675,0.1918,0,551051,20309,0.0355450154018482,0.445275201692204,254713,18824,138533,159965,0,0,0,0,0,0,0,0.000168817453369086
"SRR4249047","SRR4249047","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249047_accepted_hits.sorted.bam",FALSE,11352776,2334729,9018047,0.2057,0,2522113,140595,0.0528015088398728,0.399279766261504,1064844,72613,507248,1022207,0,0,0,0,0,0,0,4.69552347573917e-06
"SRR4249048","SRR4249048","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249048_accepted_hits.sorted.bam",FALSE,2376456,415788,1960668,0.175,0,467144,29206,0.0588415432658406,0.500493257472347,248594,21758,128425,97921,0,0,0,0,0,0,0,0
"SRR4249049","SRR4249049","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249049_accepted_hits.sorted.bam",FALSE,3422054,644244,2777810,0.1883,0,704254,46489,0.0619239873032449,0.473633507686207,355955,28016,164349,203221,0,0,0,0,0,0,0,0
"SRR4249050","SRR4249050","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249050_accepted_hits.sorted.bam",FALSE,2563868,473674,2090194,0.1847,0,535359,33338,0.0586217265081405,0.483412863507948,275147,21371,150853,121805,0,0,0,0,0,0,0,2.18065252392358e-05
"SRR4249051","SRR4249051","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249051_accepted_hits.sorted.bam",FALSE,6283394,1252982,5030412,0.1994,0,1372956,88131,0.0603187900515164,0.458075611474943,670155,54532,331651,406641,0,0,0,0,0,0,0,7.75939894502018e-05
"SRR4249052","SRR4249052","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249052_accepted_hits.sorted.bam",FALSE,3540686,735933,2804753,0.2079,0,820671,45624,0.0526656623898326,0.468933608197976,406723,31423,204823,224367,0,0,0,0,0,0,0,0
"SRR4249053","SRR4249053","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249053_accepted_hits.sorted.bam",FALSE,3271174,557901,2713273,0.1706,0,601626,52259,0.0799207811771183,0.505304066781671,331292,25249,149378,149710,0,0,0,0,0,0,0,0
"SRR4249054","SRR4249054","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249054_accepted_hits.sorted.bam",FALSE,3101478,555426,2546052,0.1791,0,616750,32711,0.0503663807372575,0.50805466195934,330549,27179,150421,142468,0,0,0,0,0,0,0,2.72274307288783e-05
"SRR4249055","SRR4249055","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249055_accepted_hits.sorted.bam",FALSE,2631980,513629,2118351,0.1951,0,589570,29934,0.0483193006017717,0.481688447329908,298853,25868,165246,130461,0,0,0,0,0,0,0,0
"SRR4249056","SRR4249056","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249056_accepted_hits.sorted.bam",FALSE,3277714,713681,2564033,0.2177,0,791365,48462,0.0577047415717761,0.448129955926169,376612,28453,196761,238582,0,0,0,0,0,0,0,0
"SRR4249057","SRR4249057","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249057_accepted_hits.sorted.bam",FALSE,4271358,868091,3403267,0.2032,0,967081,53276,0.052213097964732,0.48325919401013,493758,41223,237982,248762,0,0,0,0,0,0,0,4.05056728194784e-06
"SRR4249058","SRR4249058","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249058_accepted_hits.sorted.bam",FALSE,2352224,466252,1885972,0.1982,0,527677,29356,0.0527006478969828,0.507366503962442,283041,25712,143177,105933,0,0,0,0,0,0,0,0
"SRR4249059","SRR4249059","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249059_accepted_hits.sorted.bam",FALSE,4938398,950263,3988135,0.1924,0,1038701,67812,0.0612844132875077,0.453410667116687,502423,40543,244683,320448,0,0,0,0,0,0,0,0
"SRR4249060","SRR4249060","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249060_accepted_hits.sorted.bam",FALSE,2950098,544450,2405648,0.1846,0,598952,54995,0.0840970292699561,0.466923472871153,305699,24408,171834,152768,0,0,0,0,0,0,0,0
"SRR4249061","SRR4249061","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249061_accepted_hits.sorted.bam",FALSE,4820372,909916,3910456,0.1888,0,1029715,44465,0.0413943659349457,0.375434698608964,404196,30749,256681,384982,0,0,0,0,0,0,0,0
"SRR4249062","SRR4249062","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249062_accepted_hits.sorted.bam",FALSE,6164596,1305905,4858691,0.2118,0,1479368,50859,0.0332362453413775,0.392475331227238,601669,45863,351967,533512,0,0,0,0,0,0,0,0
"SRR4249063","SRR4249063","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249063_accepted_hits.sorted.bam",FALSE,4990842,981509,4009333,0.1967,0,1088479,68858,0.0594969313173259,0.453428052718952,525237,45770,273679,313683,0,0,0,0,0,0,0,0
"SRR4249064","SRR4249064","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249064_accepted_hits.sorted.bam",FALSE,3827734,700924,3126810,0.1831,0,773552,57497,0.0691860528079572,0.47315037375525,394086,28457,207658,202697,0,0,0,0,0,0,0,0
"SRR4249065","SRR4249065","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249065_accepted_hits.sorted.bam",FALSE,7068932,1442844,5626088,0.2041,0,1627303,72009,0.0423753848616381,0.353758749113856,602310,42343,401461,656487,0,0,0,0,0,0,0,0
"SRR4249066","SRR4249066","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249066_accepted_hits.sorted.bam",FALSE,4302532,880134,3422398,0.2046,0,965386,69980,0.0675896253112426,0.504165296873207,522951,34883,244576,234851,0,0,0,0,0,0,0,0
"SRR4249067","SRR4249067","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249067_accepted_hits.sorted.bam",FALSE,6979468,1470032,5509436,0.2106,0,1637339,98388,0.0566840292280987,0.367966226961491,639770,46153,412601,640141,0,0,0,0,0,0,0,1.56306172530753e-06
"SRR4249068","SRR4249068","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249068_accepted_hits.sorted.bam",FALSE,3801592,675792,3125800,0.1778,0,741465,55374,0.0694920805834052,0.472542381382285,376862,31782,189705,199171,0,0,0,0,0,0,0,0
"SRR4249069","SRR4249069","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249069_accepted_hits.sorted.bam",FALSE,3818462,767750,3050712,0.2011,0,850969,58775,0.0646060869871085,0.506532782380629,461772,37159,225342,187360,0,0,0,0,0,0,0,0
"SRR4249070","SRR4249070","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249070_accepted_hits.sorted.bam",FALSE,5245672,954317,4291355,0.1819,0,1064307,77639,0.0679883286950521,0.419133317546768,479670,40429,294685,329649,0,0,0,0,0,0,0,2.08476661037797e-05
"SRR4249071","SRR4249071","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249071_accepted_hits.sorted.bam",FALSE,7614772,1271537,6343235,0.167,0,1403375,79968,0.053910659908059,0.471553469866269,700678,53998,330312,400905,0,0,0,0,0,0,0,0.000115602316613337
"SRR4249072","SRR4249072","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249072_accepted_hits.sorted.bam",FALSE,3747200,765288,2981912,0.2042,0,848897,48926,0.054494037243421,0.434923894687424,390947,27389,207245,273305,0,0,0,0,0,0,0,0
"SRR4249073","SRR4249073","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249073_accepted_hits.sorted.bam",FALSE,3118166,607132,2511034,0.1947,0,681220,45106,0.0621015907457533,0.45913460876841,333632,25966,187828,179228,0,0,0,0,0,0,0,2.99731440629196e-06
"SRR4249074","SRR4249074","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249074_accepted_hits.sorted.bam",FALSE,4650310,969247,3681063,0.2084,0,1082159,61239,0.0535587783081657,0.471581338937927,540079,45800,272615,286757,0,0,0,0,0,0,0,0
"SRR4249075","SRR4249075","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249075_accepted_hits.sorted.bam",FALSE,5666556,1135121,4531435,0.2003,0,1261803,69401,0.0521340080107932,0.478753302969652,637945,47556,308978,338034,0,0,0,0,0,0,0,0
"SRR4249076","SRR4249076","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249076_accepted_hits.sorted.bam",FALSE,5932852,1200143,4732709,0.2023,0,1345525,75707,0.0532685726186858,0.36774196267275,523566,44939,344610,510617,0,0,0,0,0,0,0,1.90997887563364e-06
"SRR4249077","SRR4249077","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249077_accepted_hits.sorted.bam",FALSE,5139612,985729,4153883,0.1918,0,1117386,76628,0.0641768019470459,0.38730802181499,463385,35632,324133,373275,0,0,0,0,0,0,0,0
"SRR4249078","SRR4249078","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249078_accepted_hits.sorted.bam",FALSE,2199728,444414,1755314,0.202,0,502924,22986,0.0437070981726911,0.439010319608014,231340,19105,125680,150833,0,0,0,0,0,0,0,4.32264199878966e-06
"SRR4249079","SRR4249079","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249079_accepted_hits.sorted.bam",FALSE,2978362,597440,2380922,0.2006,0,677684,58393,0.0793300157456353,0.459919551398622,338900,27173,216816,153979,0,0,0,0,0,0,0,0
"SRR4249080","SRR4249080","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249080_accepted_hits.sorted.bam",FALSE,2937698,636294,2301404,0.2166,0,710712,46060,0.0608637740296945,0.411486977617306,311924,29720,190614,225783,0,0,0,0,0,0,0,6.41181826342314e-06
"SRR4249081","SRR4249081","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249081_accepted_hits.sorted.bam",FALSE,3031488,542518,2488970,0.179,0,621566,30800,0.0472127609348127,0.440265500259995,287872,26865,172060,167063,0,0,0,0,0,0,0,6.94753223654958e-06
"SRR4249082","SRR4249082","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249082_accepted_hits.sorted.bam",FALSE,3889978,862313,3027665,0.2217,0,983743,51440,0.049691697023618,0.390454643728573,404536,27108,267929,336491,0,0,0,0,0,0,0,0
"SRR4249083","SRR4249083","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249083_accepted_hits.sorted.bam",FALSE,1951914,422714,1529200,0.2166,0,468812,34265,0.0681108458546107,0.492476003183039,248169,21828,131621,102303,0,0,0,0,0,0,0,4.02951214696437e-06
"SRR4249084","SRR4249084","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249084_accepted_hits.sorted.bam",FALSE,4812468,1097848,3714620,0.2281,0,1197189,103493,0.0795682572681101,0.466743948594723,607976,44015,323767,326832,0,0,0,0,0,0,0,0
"SRR4249085","SRR4249085","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249085_accepted_hits.sorted.bam",FALSE,4558124,910281,3647843,0.1997,0,995879,78190,0.0727979301143595,0.53318923499954,573774,51667,261273,189403,0,0,0,0,0,0,0,1.56856183793619e-05
"SRR4249086","SRR4249086","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249086_accepted_hits.sorted.bam",FALSE,4958878,1055871,3903007,0.2129,0,1197164,57348,0.0457133929368551,0.431919272600561,542910,44198,308090,361773,0,0,0,0,0,0,0,5.52577775321877e-06
"SRR4249087","SRR4249087","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249087_accepted_hits.sorted.bam",FALSE,3386292,736974,2649318,0.2176,0,827395,40422,0.04657894463925,0.425629619577405,370099,31272,203080,265082,0,0,0,0,0,0,0,0
"SRR4249088","SRR4249088","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249088_accepted_hits.sorted.bam",FALSE,3521530,789046,2732484,0.2241,0,889055,46176,0.0493738979995317,0.439519880867556,411435,36376,228592,259698,0,0,0,0,0,0,0,0.000167705712931569
"SRR4249089","SRR4249089","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249089_accepted_hits.sorted.bam",FALSE,5314418,1198508,4115910,0.2255,0,1331029,83152,0.05879869691362,0.379588478528777,537484,40755,335741,501985,0,0,0,0,0,0,0,3.72104099842972e-06
"SRR4249090","SRR4249090","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249090_accepted_hits.sorted.bam",FALSE,4233802,854393,3379409,0.2018,0,959512,67746,0.0659483790829568,0.444793673423145,457380,34073,269742,267102,0,0,0,0,0,0,0,8.74546329091784e-06
"SRR4249091","SRR4249091","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249091_accepted_hits.sorted.bam",FALSE,4347636,810731,3536905,0.1865,0,917203,59823,0.0612296909191772,0.459800363069109,450088,38736,263724,226329,0,0,0,0,0,0,0,0
"SRR4249092","SRR4249092","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249092_accepted_hits.sorted.bam",FALSE,8931428,1798148,7133280,0.2013,0,2042615,91516,0.0428820911181179,0.382945766118487,820037,70791,532066,718498,0,0,0,0,0,0,0,4.8778286833399e-06
"SRR4249093","SRR4249093","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249093_accepted_hits.sorted.bam",FALSE,4383422,898124,3485298,0.2049,0,1008801,60903,0.0569344416773238,0.45095033807545,482796,44044,268768,275011,0,0,0,0,0,0,0,0.00071458752765143
"SRR4249094","SRR4249094","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249094_accepted_hits.sorted.bam",FALSE,4878078,926681,3951397,0.19,0,1022149,65568,0.060280385431137,0.511268034635307,557275,48003,260622,224086,0,0,0,0,0,0,0,1.9738908079494e-05
"SRR4249095","SRR4249095","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249095_accepted_hits.sorted.bam",FALSE,7639482,1602059,6037423,0.2097,0,1839008,74407,0.0388870161465234,0.395147237808803,758088,52765,486284,621358,0,0,0,0,0,0,0,9.23375650320279e-06
"SRR4249096","SRR4249096","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249096_accepted_hits.sorted.bam",FALSE,5125580,972095,4153485,0.1897,0,1096687,73030,0.0624339049530784,0.436511705027011,512047,41974,311211,307811,0,0,0,0,0,0,0,2.53882944339094e-05
"SRR4249097","SRR4249097","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249097_accepted_hits.sorted.bam",FALSE,3524640,687216,2837424,0.195,0,761200,61136,0.0743443069499572,0.514544317705836,423807,30268,212370,157210,0,0,0,0,0,0,0,0
"SRR4249098","SRR4249098","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249098_accepted_hits.sorted.bam",FALSE,3876996,736702,3140294,0.19,0,805353,61512,0.070959145887768,0.498229401383302,432497,36604,205948,193019,0,0,0,0,0,0,0,6.93646429917433e-06
"SRR4249099","SRR4249099","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249099_accepted_hits.sorted.bam",FALSE,5579124,1213527,4365597,0.2175,0,1389418,82475,0.0560332850281916,0.352101781170483,518910,33954,396792,524094,0,0,0,0,0,0,0,1.92711645564741e-06
"SRR4249100","SRR4249100","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249100_accepted_hits.sorted.bam",FALSE,6775642,1346754,5428888,0.1988,0,1488915,134795,0.0830166716963004,0.455356505909991,740437,62632,441355,381636,0,0,0,0,0,0,0,0
"SRR4249101","SRR4249101","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249101_accepted_hits.sorted.bam",FALSE,6062136,1067480,4994656,0.1761,0,1173520,80687,0.0643330805839865,0.484159930433176,607994,54728,297501,295548,0,0,0,0,0,0,0,1.64475307322112e-06
"SRR4249102","SRR4249102","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249102_accepted_hits.sorted.bam",FALSE,7633604,1442921,6190683,0.189,0,1611354,93355,0.0547630123381762,0.470624477169567,802819,62369,409835,430836,0,0,0,0,0,0,0,0
"SRR4249103","SRR4249103","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249103_accepted_hits.sorted.bam",FALSE,5273844,1154276,4119568,0.2189,0,1307472,71960,0.0521663989236149,0.445985623971344,615928,52610,350452,362059,0,0,0,0,0,0,0,0.000323089711784494
"SRR4249104","SRR4249104","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249104_accepted_hits.sorted.bam",FALSE,8163026,1579805,6583221,0.1935,0,1730961,94786,0.0519162841291811,0.405128202325247,741210,54207,381562,652590,0,0,0,0,0,0,0,1.34914531644203e-05
"SRR4249105","SRR4249105","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249105_accepted_hits.sorted.bam",FALSE,5306394,1146995,4159399,0.2162,0,1298161,67160,0.0491898974673355,0.449312736048986,616963,49085,346386,360692,0,0,0,0,0,0,0,9.07671934945856e-05
"SRR4249106","SRR4249106","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249106_accepted_hits.sorted.bam",FALSE,4424218,911057,3513161,0.2059,0,987846,101320,0.0930253056007991,0.476195322126386,519411,43032,281645,246664,0,0,0,0,0,0,0,0
"SRR4249107","SRR4249107","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249107_accepted_hits.sorted.bam",FALSE,4838714,965635,3873079,0.1996,0,1017346,116134,0.102457917210714,0.525654465943809,596683,45280,272156,221005,0,0,0,0,0,0,0,1.67593177616926e-06
"SRR4249108","SRR4249108","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249108_accepted_hits.sorted.bam",FALSE,7536466,1615399,5921067,0.2143,0,1865244,42323,0.0221869009057087,0.268975468530721,523621,39225,498788,885090,0,0,0,0,0,0,0,0
"SRR4249109","SRR4249109","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249109_accepted_hits.sorted.bam",FALSE,5211860,1357354,3854506,0.2604,0,1505721,115489,0.0712362988138489,0.561930318688874,912168,91599,421541,197968,0,0,0,0,0,0,0,1.53480499206287e-05
"SRR4249110","SRR4249110","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249110_accepted_hits.sorted.bam",FALSE,9027966,2371800,6656166,0.2627,0,2669218,90360,0.0327441369658694,0.41763857366145,1157246,109568,611900,892213,0,0,0,0,0,0,0,0.000209117162643034
"SRR4249111","SRR4249111","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249111_accepted_hits.sorted.bam",FALSE,3450554,751620,2698934,0.2178,0,854108,42393,0.047287175362883,0.45923307170932,412558,37740,228708,219357,0,0,0,0,0,0,0,2.42390160898589e-06
"SRR4249112","SRR4249112","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249112_accepted_hits.sorted.bam",FALSE,6767690,1565252,5202438,0.2313,0,1721347,127468,0.0689457841914956,0.545051033478501,1010620,98273,451135,294147,0,0,0,0,0,0,0,0
"SRR4249113","SRR4249113","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249113_accepted_hits.sorted.bam",FALSE,2604660,632712,1971948,0.2429,0,723049,28541,0.0379741614444045,0.510243181929677,384830,39208,183814,146357,0,0,0,0,0,0,0,2.59855000909493e-06
"SRR4249114","SRR4249114","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249114_accepted_hits.sorted.bam",FALSE,3375500,718733,2656767,0.2129,0,842333,25999,0.0299413127697701,0.36275569327029,315859,29222,227162,298478,0,0,0,0,0,0,0,0
"SRR4249115","SRR4249115","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249115_accepted_hits.sorted.bam",FALSE,4161534,750059,3411475,0.1802,0,839799,65504,0.0723558852671426,0.491925167452095,446458,39490,240344,181281,0,0,0,0,0,0,0,0
"SRR4249116","SRR4249116","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249116_accepted_hits.sorted.bam",FALSE,2562504,598546,1963958,0.2336,0,667963,52824,0.0732865603846906,0.509417057745861,367874,32976,188015,133282,0,0,0,0,0,0,0,0
"SRR4249117","SRR4249117","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4249117_accepted_hits.sorted.bam",FALSE,4547546,1237610,3309936,0.2721,0,1400414,79631,0.0538030938248499,0.505539293286314,749188,74664,377900,280206,0,0,0,0,0,0,0,0
